package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,LAA_method,FANOUT_method,CINT_method,CDISP_method,NOAM_type,NOM_type,ATFD_type,FANOUT_type,NOA_type,DIT_type,LOC_type,TCC_type,NOPA_type,CBO_type,WMC_type,WOC_type,AMW_type,NOC_package,NOM_package,NOM_project,LOC_project,isStatic_method,is_long methood
net.sourceforge.cobertura.util,IOUtil,closeInputStream InputStream,1,3,0,0,5,3,12,2,1,3,1,3,0,0,0,6,0,0,0,0,120,0.07,0,0,13,1,2.17,19,84,1156,14723,1,0
net.sourceforge.cobertura.util,IOUtil,closeOutputStream OutputStream,1,2,0,0,4,3,12,2,1,3,1,3,0,0,0,6,0,0,0,0,120,0.07,0,0,13,1,2.17,19,84,1156,14723,1,0
net.sourceforge.cobertura.instrument,CoberturaClassWriter,CoberturaClassWriter int,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,2,1,1,0,1,56,1,0,1,7,0,3.5,16,108,1156,14723,0,0
net.sourceforge.cobertura.instrument,CoberturaFile,CoberturaFile String String,2,1,0,0,2,0,5,1,0,4,1,0,0,0,2,6,0,1,3,1,45,0.7,0,1,8,0.33,1.33,16,108,1156,14723,0,0
net.sourceforge.cobertura.instrument.pass1,CodeFootstamp,CodeFootstamp,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,0,0,2,0,140,0.09,0,0,36,1,1.71,6,62,1156,14723,0,0
net.sourceforge.cobertura.util,CommandLineBuilder,CommandLineBuilder,0,4,0,0,7,0,5,1,0,1,1,3,0,0,0,7,0,0,4,0,149,0.13,0,0,14,1,2,19,84,1156,14723,0,0
net.sourceforge.cobertura.ant,CommonMatchingTask,CommonMatchingTask String,1,0,0,0,0,0,3,1,0,2,1,0,0,0,2,18,3,3,6,1,168,0.04,2,2,28,0.6,1.56,23,129,1156,14723,0,0
net.sourceforge.cobertura.reporting.html,SourceFileDataBaseNameComparator,compare Object Object,2,0,1,1,0,1,9,2,3,2,0,3,2,0.5,0,2,1,2,1,0,18,1,0,1,2,1,1,5,30,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,ClassData,compareTo ClassData,1,0,0,0,0,1,5,2,0,3,1,3,0,0,1,32,4,12,6,1,506,0.72,0,1,71,0.97,2.22,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,LineData,compareTo Object,1,0,0,0,0,1,5,2,0,3,1,2,0,0,6,30,3,16,7,0,256,0.15,0,3,85,0.75,2.83,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,JumpData,compareTo Object,1,0,0,0,0,1,5,2,0,3,1,2,0,0,2,15,0,0,5,0,162,0.46,0,0,30,0.8,2,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,SwitchData,compareTo Object,1,0,0,0,0,1,5,2,0,3,1,2,0,0,4,16,0,0,6,0,135,0.47,0,0,36,0.67,2.25,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,PackageData,compareTo Object,1,0,0,0,0,1,5,2,0,3,1,3,0,0,1,10,0,4,2,1,116,0.67,0,2,19,0.89,1.9,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,SourceFileData,compareTo Object,1,0,0,0,0,1,5,2,0,3,1,3,0,0,1,14,0,5,2,1,185,0.62,0,2,31,0.92,2.21,29,247,1156,14723,0,0
net.sourceforge.cobertura.javancss,Metric,compareTo Object,1,0,0,0,0,0,3,1,0,1,1,1,0,0,0,6,0,0,7,0,39,0.1,7,0,6,0.42,1,5,42,1156,14723,0,0
net.sourceforge.cobertura.test.util,TestUtils,compileGroovy AntBuilder File,2,1,0,0,1,0,11,1,2,4,1,6,0,0,0,22,7,13,6,0,643,0.1,1,5,103,0.81,4.68,5,48,1156,14723,1,0
net.sourceforge.cobertura.test.util,TestUtils,compileSource AntBuilder File,2,10,0,0,13,0,3,1,0,2,1,1,0,0,0,22,7,13,6,0,643,0.1,1,5,103,0.81,4.68,5,48,1156,14723,0,0
net.sourceforge.cobertura.test.util,TestUtils,compileSource AntBuilder File String,3,1,0,0,1,0,11,1,1,4,1,3,0,0,0,22,7,13,6,0,643,0.1,1,5,103,0.81,4.68,5,48,1156,14723,1,0
net.sourceforge.cobertura.thread.test,ThreadedFunctionalTest,compileSource File,1,0,0,0,0,0,17,1,2,5,1,7,0,0,0,8,14,15,7,0,247,0.11,2,4,9,0.75,1.12,2,13,1156,14723,1,0
net.sourceforge.cobertura.test.util,WebappServer,compileSourceFiles File File,2,0,0,0,0,0,22,1,4,8,1,4,0,0,0,23,3,12,13,0,467,0.24,3,5,32,0.65,1.39,5,48,1156,14723,0,0
net.sourceforge.cobertura.reporting,Complexity,Complexity double int,2,1,0,0,1,0,4,1,0,0,1,0,0,0,0,4,0,0,2,0,25,0,0,0,5,1,1.25,8,41,1156,14723,0,0
net.sourceforge.cobertura.reporting,Complexity,Complexity,0,1,0,0,2,0,3,1,0,0,1,0,0,0,0,4,0,0,2,0,25,0,0,0,5,1,1.25,8,41,1156,14723,0,0
net.sourceforge.cobertura.reporting,ComplexityCalculator,ComplexityCalculator FileFinder,1,4,0,0,9,1,5,2,0,0,1,1,0,0,0,9,4,16,5,0,232,0.04,0,8,19,0.8,2.11,8,41,1156,14723,0,0
net.sourceforge.cobertura.javancss.ccl,Util,concat,2,0,0,0,0,0,5,1,0,2,1,1,0,0,0,19,0,0,2,0,191,0.01,0,0,29,0.94,1.53,4,28,1156,14723,1,0
net.sourceforge.cobertura.javancss.ccl,FileUtil,concatPath String String,2,0,0,0,0,2,17,4,1,3,1,4,0,0,0,7,0,2,0,0,150,0,0,1,17,1,2.43,4,28,1156,14723,1,0
net.sourceforge.cobertura.test,FunctionalTest,conditionalInFinallyFunctionalTest,0,0,3,1,0,1,51,2,9,11,0.4,19,0,0,0,4,3,16,3,1,267,1,3,2,6,0.57,1.5,10,29,1156,14723,0,1
net.sourceforge.cobertura.ant,ConditionTestInfo,ConditionTestInfo String String String,3,0,0,0,1,0,5,1,0,0,1,0,0,0,0,1,0,0,3,0,11,0,3,0,1,0,1,23,129,1156,14723,0,0
net.sourceforge.cobertura.util,ConfigurationUtil,ConfigurationUtil,0,1,0,0,1,0,3,1,0,0,1,1,0,0,0,5,0,1,2,0,65,0.17,0,1,9,0.75,1.8,19,84,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,PackageData,contains String,1,1,0,0,1,1,8,1,0,3,1,3,0,0,1,10,0,4,2,1,116,0.67,0,2,19,0.89,1.9,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,SourceFileData,contains String,1,0,0,0,0,1,8,1,0,3,1,3,0,0,1,14,0,5,2,1,185,0.62,0,2,31,0.92,2.21,29,247,1156,14723,0,0
net.sourceforge.cobertura.ant,FunctionalConditionCoverageTest,containsFile String String,2,0,0,0,0,2,7,3,1,2,1,1,0,0,0,12,7,12,4,2,408,0.05,0,6,36,1,3,23,129,1156,14723,1,0
net.sourceforge.cobertura.ant,FunctionalTest,containsFile String String,2,0,0,0,0,2,7,3,1,2,1,1,0,0,0,4,3,16,3,1,267,1,3,2,6,0.57,1.5,23,129,1156,14723,1,0
net.sourceforge.cobertura.coveragedata,SourceFileData,containsInstrumentationInfo,0,1,0,0,1,3,16,3,2,4,1,7,1,1,1,14,0,5,2,1,185,0.62,0,2,31,0.92,2.21,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,ClassData,containsInstrumentationInfo,0,1,0,0,1,1,8,1,0,2,1,2,0,0,1,32,4,12,6,1,506,0.72,0,1,71,0.97,2.22,29,247,1156,14723,0,0
net.sourceforge.cobertura.instrument,ContextMethodAwareMethodAdapter,ContextMethodAwareMethodAdapter String String String AtomicInteger,5,0,0,0,0,0,8,1,0,10,1,0,0,0,0,2,0,0,5,1,35,1,0,0,2,1,1,16,108,1156,14723,0,0
net.sourceforge.cobertura.reporting.html.files,CopyFiles,copy File,1,2,0,0,2,0,28,1,3,4,1,4,0,0,0,2,0,0,0,0,76,0,0,0,6,1,3,2,6,1156,14723,1,0
net.sourceforge.cobertura.test.util,WebappServer,copyJettyFiles File,1,0,0,0,0,0,10,1,2,5,1,3,0,0,0,23,3,12,13,0,467,0.24,3,5,32,0.65,1.39,5,48,1156,14723,0,0
net.sourceforge.cobertura.reporting.html.files,CopyFiles,copyResourceFromJar String File,2,0,0,0,0,4,32,5,6,7,1,9,0,0,0,2,0,0,0,0,76,0,0,0,6,1,3,2,6,1156,14723,1,0
net.sourceforge.cobertura.util,IOUtil,copyStream InputStream OutputStrea,2,1,0,0,1,1,11,4,2,4,1,3,0,0,0,6,0,0,0,0,120,0.07,0,0,13,1,2.17,19,84,1156,14723,1,0
net.sourceforge.cobertura.coveragedata,CoverageDataContainer,CoverageDataContainer,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,16,0,0,3,0,286,0.74,1,0,35,0.92,2.19,29,247,1156,14723,0,0
net.sourceforge.cobertura.check,CoverageRate,CoverageRate double double,2,1,0,0,2,0,4,1,0,4,1,0,0,0,2,3,0,0,2,0,18,0,0,0,3,0,1,3,22,1156,14723,0,0
net.sourceforge.cobertura.test,AbstractCoberturaTestCase,createAndExecuteMainMethod String String String String,4,0,0,0,0,0,4,1,0,4,1,1,0,0,0,10,11,29,7,0,283,0.47,7,8,17,0.59,1.7,10,29,1156,14723,0,0
net.sourceforge.cobertura.test,AbstractCoberturaTestCase,createAndExecuteMainMethod String String String String,5,0,0,0,0,0,42,1,2,11,1,14,0,0,0,10,11,29,7,0,283,0.47,7,8,17,0.59,1.7,10,29,1156,14723,0,0
net.sourceforge.cobertura.ant,CommonMatchingTask,createArgumentsForFilenames ?CommandLineBuilder String,2,0,0,0,0,1,7,2,1,4,1,2,0,0,2,18,3,3,6,1,168,0.04,2,2,28,0.6,1.56,23,129,1156,14723,0,0
net.sourceforge.cobertura.ant,CommonMatchingTask,createArgumentsForFilesets CommandLineBuilder,1,0,0,0,0,2,21,3,2,4,1,7,0,0,2,18,3,3,6,1,168,0.04,2,2,28,0.6,1.56,23,129,1156,14723,0,0
net.sourceforge.cobertura.ant,InstrumentTask,createAuxClasspath,0,0,0,0,0,1,6,2,0,1,1,2,0,0,6,22,5,17,15,2,297,0.09,9,7,52,0.4,2.36,23,129,1156,14723,0,0
net.sourceforge.cobertura.util,IOUtil,createByteArrayFromInputStream InputStream,1,2,0,0,2,0,5,1,1,2,1,3,0,0,0,6,0,0,0,0,120,0.07,0,0,13,1,2.17,19,84,1156,14723,1,0
net.sourceforge.cobertura.webapp.test,WebAppFunctionalTest,createClassLoader,0,0,0,0,0,0,15,1,4,6,1,5,0,0,0,18,13,14,6,0,340,0.43,4,4,21,0.69,1.17,1,18,1156,14723,0,0
net.sourceforge.cobertura.ant,CommonMatchingTask,createClasspath,0,0,0,0,0,0,3,1,0,0,1,2,0,0,2,18,3,3,6,1,168,0.04,2,2,28,0.6,1.56,23,129,1156,14723,0,0
net.sourceforge.cobertura.ant,InstrumentTask,createClasspathForInstrumenter,0,0,0,0,0,1,13,3,2,4,1,5,0,0,6,22,5,17,15,2,297,0.09,9,7,52,0.4,2.36,23,129,1156,14723,0,0
net.sourceforge.cobertura.test.util,WebappServer,createCoberturaJar,0,0,0,0,0,0,16,1,4,6,1,4,0,0,0,23,3,12,13,0,467,0.24,3,5,32,0.65,1.39,5,48,1156,14723,0,0
net.sourceforge.cobertura.webapp.test,WebAppFunctionalTest,createCoberturaJar,0,0,0,0,0,0,14,1,4,6,1,4,0,0,0,18,13,14,6,0,340,0.43,4,4,21,0.69,1.17,1,18,1156,14723,0,0
net.sourceforge.cobertura.webapp.test,WebAppFunctionalTest,createCoberturaServlet,0,0,0,0,0,1,36,2,8,9,1,7,0,0,0,18,13,14,6,0,340,0.43,4,4,21,0.69,1.17,1,18,1156,14723,0,0
net.sourceforge.cobertura.reporting,JUnitXMLParserErrorHandler,createErrorMessage SAXParseException,1,0,0,0,0,0,4,1,0,1,1,4,0,0,0,5,0,0,0,0,20,0,0,0,4,1,0.8,8,41,1156,14723,0,0
net.sourceforge.cobertura.ant,InstrumentTask,createExcludeClasses,0,3,0,0,5,0,5,1,1,2,1,2,0,0,6,22,5,17,15,2,297,0.09,9,7,52,0.4,2.36,23,129,1156,14723,0,0
net.sourceforge.cobertura.ant,InstrumentTask,createFilesetForDirectory File,1,0,0,0,0,0,4,1,1,2,1,2,0,0,6,22,5,17,15,2,297,0.09,9,7,52,0.4,2.36,23,129,1156,14723,0,0
net.sourceforge.cobertura.util,IOUtilTest,createFileWithData byte,1,0,0,0,0,0,8,1,2,3,1,5,0,0,0,6,0,0,0,0,120,0.07,0,0,13,1,2.17,19,84,1156,14723,0,0
net.sourceforge.cobertura.ant,InstrumentTask,createIgnore,0,0,0,0,0,0,5,1,1,2,1,2,0,0,6,22,5,17,15,2,297,0.09,9,7,52,0.4,2.36,23,129,1156,14723,0,0
net.sourceforge.cobertura.ant,InstrumentTask,createIgnoreBranches,0,0,0,0,0,0,5,1,1,2,1,2,0,0,6,22,5,17,15,2,297,0.09,9,7,52,0.4,2.36,23,129,1156,14723,0,0
net.sourceforge.cobertura.ant,InstrumentTask,createIgnoreMethodAnnotation,0,2,0,0,3,0,5,1,1,2,1,2,0,0,6,22,5,17,15,2,297,0.09,9,7,52,0.4,2.36,23,129,1156,14723,0,0
net.sourceforge.cobertura.ant,InstrumentTask,createIncludeClasses,0,3,0,0,5,0,5,1,1,2,1,2,0,0,6,22,5,17,15,2,297,0.09,9,7,52,0.4,2.36,23,129,1156,14723,0,0
net.sourceforge.cobertura.ant,InstrumentTask,createInstrumentationClasspath,0,0,0,0,0,1,6,2,0,1,1,2,0,0,6,22,5,17,15,2,297,0.09,9,7,52,0.4,2.36,23,129,1156,14723,0,0
net.sourceforge.cobertura.ant,CheckTask,createRegex,0,0,0,0,0,0,5,1,1,2,1,2,0,0,9,12,3,3,10,2,129,0.18,1,2,23,0.17,1.92,23,129,1156,14723,0,0
net.sourceforge.cobertura.webapp.test,WebAppFunctionalTest,createSimpleWar,0,0,0,0,0,1,22,2,5,7,1,6,0,0,0,18,13,14,6,0,340,0.43,4,4,21,0.69,1.17,1,18,1156,14723,0,0
net.sourceforge.cobertura.test.util,TestUtils,createSourceArchive File,1,2,0,0,2,2,28,2,6,11,1,11,0,0,0,22,7,13,6,0,643,0.1,1,5,103,0.81,4.68,5,48,1156,14723,1,0
net.sourceforge.cobertura.javancss,Javancss,createSourceReader File,1,0,0,0,0,3,16,2,1,2,1,3,0,0,15,30,1,16,17,0,460,0.03,0,4,54,0.21,1.8,5,42,1156,14723,0,0
net.sourceforge.cobertura.ant,Util,createTemporaryTextFile String,1,2,0,0,2,0,6,1,1,2,1,2,0,0,0,2,0,0,0,0,44,0,0,0,4,0,2,23,129,1156,14723,1,0
net.sourceforge.cobertura.merge,MergeMainTest,createTempSerFile,0,0,0,0,0,0,6,1,1,2,1,3,0,0,0,5,0,6,7,2,120,0.4,0,3,6,1,1.2,3,14,1156,14723,0,0
net.sourceforge.cobertura.ant,InstrumentTask,createTestUnitClasses,0,1,0,0,1,1,6,2,0,1,1,2,0,0,6,22,5,17,15,2,297,0.09,9,7,52,0.4,2.36,23,129,1156,14723,0,0
ConfigurationUtil,ConfigurationUtil,DEBUG String,1,0,0,0,0,1,5,2,0,2,1,1,0,0,0,5,0,1,2,0,65,0.17,0,1,9,0.75,1.8,1,1,1156,14723,1,0
net.sourceforge.cobertura.instrument,LoggerWrapper,debug String,1,1,0,0,2,0,3,1,0,2,1,1,0,0,1,5,0,0,2,0,28,0.7,0,0,6,0.8,1.2,16,108,1156,14723,0,0
net.sourceforge.cobertura.instrument,LoggerWrapper,debug String Throwable,2,1,0,0,2,0,3,1,0,3,1,1,0,0,1,5,0,0,2,0,28,0.7,0,0,6,0.8,1.2,16,108,1156,14723,0,0
net.sourceforge.cobertura.javancss.ccl,Util,debug Object,1,1,0,0,4,1,4,2,0,1,1,2,0,0,0,19,0,0,2,0,191,0.01,0,0,29,0.94,1.53,4,28,1156,14723,0,0
net.sourceforge.cobertura.test,AbstractCoberturaTestCase,debugReportTask,0,0,0,0,0,2,21,1,6,9,1,7,0,0,0,10,11,29,7,0,283,0.47,7,8,17,0.59,1.7,10,29,1156,14723,1,0
net.sourceforge.cobertura.reporting.xml,SummaryXMLReport,decreaseIndentation,0,0,0,0,0,1,4,2,0,0,1,0,0,0,0,5,0,10,2,0,70,0.17,0,5,7,0,1.4,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,decreaseIndentation,0,0,0,0,0,1,4,2,0,0,1,0,0,0,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.util,FileFixture,deleteTree File,1,0,0,0,0,1,12,3,2,2,1,4,0,0,0,6,0,0,2,0,78,0.2,1,0,10,0.6,1.67,19,84,1156,14723,0,0
net.sourceforge.cobertura.test.util,WebappServer,deployApp File  boolean boolean boolean String,5,0,0,0,0,1,32,4,6,12,1,10,0,0,0,23,3,12,13,0,467,0.24,3,5,32,0.65,1.39,5,48,1156,14723,0,0
net.sourceforge.cobertura.test.util,WebappServer,deployApp File  boolean boolean boolean,4,0,0,0,0,0,4,1,0,4,1,1,0,0,0,23,3,12,13,0,467,0.24,3,5,32,0.65,1.39,5,48,1156,14723,0,0
net.sourceforge.cobertura.test.util,WebappServer,deployApp File  boolean String,3,0,0,0,0,0,3,1,0,3,1,1,0,0,0,23,3,12,13,0,467,0.24,3,5,32,0.65,1.39,5,48,1156,14723,0,0
net.sourceforge.cobertura.test.util,WebappServer,deployApp  File String,2,0,0,0,0,0,3,1,0,2,1,1,0,0,0,23,3,12,13,0,467,0.24,3,5,32,0.65,1.39,5,48,1156,14723,0,0
net.sourceforge.cobertura.test.util,WebappServer,deployApp File,1,0,0,0,0,0,3,1,0,1,1,1,0,0,0,23,3,12,13,0,467,0.24,3,5,32,0.65,1.39,5,48,1156,14723,0,0
net.sourceforge.cobertura.test.util,WebappServer,deployCoberturaFlush boolean,1,0,0,0,0,1,39,3,8,13,1,7,0,0,0,23,3,12,13,0,467,0.24,3,5,32,0.65,1.39,5,48,1156,14723,0,0
net.sourceforge.cobertura.instrument.pass1,DetectDuplicatedCodeClassVisitor,DetectDuplicatedCodeClassVisitor,1,1,0,0,1,0,3,1,0,1,1,1,0,0,1,4,1,1,3,1,48,0.67,0,1,4,0.67,1,6,62,1156,14723,0,0
net.sourceforge.cobertura.instrument.pass1,DetectDuplicatedCodeMethodVisitor,DetectDuplicatedCodeMethodVisitor Map String String String AtomicInteger,6,1,0,0,1,0,4,1,0,7,1,0,0,0,0,16,2,17,4,2,214,0.65,0,2,33,1,2.06,6,62,1156,14723,0,0
net.sourceforge.cobertura.instrument.pass1,DetectIgnoredCodeClassVisitor,DetectIgnoredCodeClassVisitor boolean Set,3,1,0,0,1,0,5,1,0,5,1,1,0,0,2,5,1,1,7,1,65,0.5,0,1,5,0.5,1,6,62,1156,14723,0,0
net.sourceforge.cobertura.instrument.pass1,DetectIgnoredCodeMethodVisitor,DetectIgnoredCodeMethodVisitor Set Set boolean Set  String String String String AtomicInteger,10,1,0,0,1,0,9,1,0,16,1,1,0,0,0,17,0,0,6,2,178,0.12,6,0,52,0.7,3.06,6,62,1156,14723,0,0
net.sourceforge.cobertura.util,CommandLineBuilder,dispose,0,4,0,0,6,0,3,1,0,1,1,1,0,0,0,7,0,0,4,0,149,0.13,0,0,14,1,2,19,84,1156,14723,0,0
net.sourceforge.cobertura.test.util,1,doCall HashMap,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,2,7,1,0,0,1,1,1,5,48,1156,14723,0,0
com.acme.servlet,SimpleServlet,doGet HttpServletRequest HttpServletRequest,2,0,0,0,0,2,11,2,1,2,1,4,0,0,0,1,0,0,0,2,14,1,0,0,2,0,2,1,1,1156,14723,0,0
net.sourceforge.cobertura.webapp,FlushCoberturaServlet,doGet HttpServletRequest HttpServletRequest,2,0,0,0,0,2,19,1,6,7,1,10,0,0,0,2,0,0,1,2,36,0,0,0,2,0,1,1,2,1156,14723,0,0
test.first,A,dontCall,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,4,0,0,0,0,26,0,0,0,3,1,0.75,5,11,1156,14723,0,0
test.first,B,dontCall,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,3,0,1,0,0,14,0,0,1,2,1,0.67,5,11,1156,14723,0,0
test.second,A,dontCall,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,4,0,0,0,0,23,0,0,0,3,1,0.75,2,7,1156,14723,0,0
test.second,B,dontCall,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,3,0,1,0,0,14,0,0,1,2,1,0.67,2,7,1156,14723,0,0
net.sourceforge.cobertura.webapp,FlushCoberturaServlet,doPost HttpServletRequest HttpServletResponse,2,0,0,0,0,0,3,1,0,2,1,1,0,0,0,2,0,0,1,2,36,0,0,0,2,0,1,1,2,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpClass ClassData,1,0,0,0,0,0,16,1,0,3,1,11,5,0.6,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpClasses SourceFileData,1,0,0,0,0,1,6,2,1,2,1,5,1,1,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpCondition Object String,2,0,2,2,0,1,20,2,3,4,0,9,2,1,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpConditions LineData,1,0,0,0,0,1,13,2,3,4,1,7,3,0.33,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpLine LineData,1,0,2,1,0,1,17,2,5,3,0,6,4,0.25,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpLines ClassData,1,0,0,0,0,0,3,1,0,1,1,2,1,1,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpLines ClassData String,2,0,0,0,0,0,3,1,0,2,1,2,1,1,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpLines,1,0,0,0,0,1,14,2,2,3,1,9,0,0,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpMethod ClassData String,2,0,0,0,0,0,14,1,4,6,1,10,2,0.5,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpMethods ClassData,1,0,0,0,0,1,14,2,2,3,1,10,1,1,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpPackage PackageData,1,0,0,0,0,0,12,1,0,3,1,9,4,0.75,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpPackages ProjectData,1,0,0,0,0,1,12,2,1,2,1,8,1,1,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpSource String,1,0,0,0,0,0,3,1,0,1,1,1,0,0,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpSourceFiles PackageData,1,0,0,0,0,1,12,2,1,2,1,8,1,1,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
net.sourceforge.cobertura.reporting.xml,XMLReport,dumpSources,0,0,0,0,0,1,11,2,2,3,1,8,1,1,0,21,6,33,6,0,269,0.01,0,13,32,0,1.52,3,29,1156,14723,0,0
mypackage,Main,empty,0,0,0,0,0,0,3,1,0,0,1,0,0,0,16,38,0,2,3,1,247,0,2,2,39,0.38,1.03,3,41,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,ClassData,equals Object,1,1,0,0,1,1,20,8,1,7,1,9,0,0,1,32,4,12,6,1,506,0.72,0,1,71,0.97,2.22,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,CoverageDataContainer,equals Object,1,1,0,0,1,1,16,4,1,4,1,7,0,0,0,16,0,0,3,0,286,0.74,1,0,35,0.92,2.19,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,LineData,equals Object,1,1,0,0,1,1,16,13,1,8,1,5,0,0,6,30,3,16,7,0,256,0.15,0,3,85,0.75,2.83,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,JumpData,equals Object,1,1,0,0,1,1,17,6,1,6,1,5,0,0,2,15,0,0,5,0,162,0.46,0,0,30,0.8,2,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,SwitchData,equals Object,1,1,0,0,1,1,11,6,1,5,1,4,0,0,4,16,0,0,6,0,135,0.47,0,0,36,0.67,2.25,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,PackageData,equals Object,1,1,0,0,1,1,15,5,1,4,1,7,0,0,1,10,0,4,2,1,116,0.67,0,2,19,0.89,1.9,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,SourceFileData,equals Object,1,0,0,0,0,1,15,5,1,4,1,7,0,0,1,14,0,5,2,1,185,0.62,0,2,31,0.92,2.21,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,CodeFootstamp,equals Object,1,0,0,0,0,2,20,7,1,3,1,3,0,0,0,21,0,0,2,0,140,0.09,0,0,36,1,1.71,29,247,1156,14723,0,0
net.sourceforge.cobertura.coveragedata,Metric,equals Object,1,0,0,0,0,0,3,1,0,1,1,1,0,0,0,6,0,0,7,0,39,0.1,7,0,6,0.42,1,29,247,1156,14723,0,0
net.sourceforge.cobertura.reporting,JUnitXMLParserErrorHandler,error SAXParseException,1,0,0,0,0,0,3,1,0,1,1,1,0,0,0,5,0,0,0,0,20,0,0,0,4,1,0.8,8,41,1156,14723,0,0
net.sourceforge.cobertura.reporting.html,JavaToHtml,escapeEntity char,1,0,0,0,0,4,12,5,0,1,1,2,0,0,0,5,0,0,4,0,275,0,0,0,63,1,12.6,5,30,1156,14723,1,0
net.sourceforge.cobertura.ant,ExcludeClasses,ExcludeClasses,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,0,1,0,13,1,1,0,2,0,0.67,23,129,1156,14723,0,0
net.sourceforge.cobertura.ant,CheckTask,execute,0,0,0,0,0,3,59,12,2,14,1,9,0,0,9,12,3,3,10,2,129,0.18,1,2,23,0.17,1.92,23,129,1156,14723,0,1
net.sourceforge.cobertura.ant,InstrumentTask,execute,0,5,0,0,8,2,100,20,13,27,1,27,0,0,6,22,5,17,15,2,297,0.09,9,7,52,0.4,2.36,23,129,1156,14723,0,1
net.sourceforge.cobertura.ant,MergeTask,execute,0,0,0,0,0,2,26,3,2,3,1,10,0,0,1,3,6,6,1,2,40,1,0,2,5,0.5,1.67,23,129,1156,14723,0,0
net.sourceforge.cobertura.ant,ReportTask,execute,0,13,0,0,15,2,33,7,2,7,1,12,0,0,5,7,7,7,5,2,66,0.33,0,2,13,0.17,1.86,23,129,1156,14723,0,0
