ALD,ATFD,CALIN,CC,CCL,CDISP,CEXT,CINT,CM,CYCLO,FANIN,FANOUT,FANOUTCLASS,FDP,LAA,LOC,MAXNESTING,NOAV,NOEU,NOLV,NOP,is_brain
0,0,0,1,2,0,0,0,1,1,1,4,1,0,1,6,0,3,1,0,3,FALSE
0,0,7,0,2,1,1,1,0,6,1,7,4,0,1,30,1,7,0,3,3,FALSE
0,0,0,2,1,0,0,0,2,1,2,0,0,0,1,5,0,0,2,0,3,FALSE
0,0,2,0,3,0,0,0,0,1,0,3,2,0,1,5,0,3,0,0,3,FALSE
0,0,7,0,4,1,1,1,0,1,0,8,5,0,1,60,1,9,0,10,3,FALSE
0,0,2,0,3,0,0,0,0,1,0,3,2,0,1,4,0,3,0,0,3,FALSE
0,0,4,0,1,0,0,0,0,2,1,6,2,0,1,9,1,4,0,3,3,FALSE
6,0,0,1,2,0,0,0,1,4,1,6,0,0,1,14,1,7,1,1,3,FALSE
0,0,0,0,1,0,0,0,0,8,0,2,2,0,1,18,5,5,0,4,3,FALSE
2,0,0,0,1,0,0,0,0,3,0,1,1,0,1,7,2,5,0,0,3,FALSE
5,0,0,0,1,0,0,0,0,7,0,4,3,0,1,30,4,5,0,0,3,FALSE
0,0,0,0,2,0,0,0,0,1,4,3,2,0,1,4,0,3,4,0,3,FALSE
0,0,1,0,1,0,0,0,0,1,0,2,1,0,1,9,2,4,0,1,3,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,5,0,0,1,0,3,FALSE
0,0,0,0,2,0,0,0,0,1,2,1,0,0,1,3,0,4,0,0,3,FALSE
0,2,1,0,8,1,2,2,0,8,0,13,7,2,0,38,4,11,0,3,3,FALSE
0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,9,0,4,0,2,3,FALSE
0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,8,0,4,0,2,3,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,5,0,0,1,0,3,FALSE
0,0,0,0,4,1,2,2,0,3,1,5,3,0,1,11,2,5,0,2,3,FALSE
1,0,0,0,4,1,2,2,0,4,1,5,4,0,1,15,2,6,0,3,3,FALSE
0,0,0,0,2,0,0,0,0,2,1,1,0,0,1,6,1,4,0,1,3,FALSE
0,0,8,0,6,0.75,3,4,0,1,1,14,8,0,1,10,0,7,0,3,3,FALSE
0,0,0,1,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,3,FALSE
0,0,0,0,3,0,0,0,0,2,1,7,4,0,1,14,2,8,0,5,3,FALSE
0,0,0,0,4,0,0,0,0,2,2,1,1,0,1,6,1,3,0,0,3,FALSE
1,0,4,3,5,0.5,1,2,4,28,4,30,10,0,1,83,11,24,4,23,3,FALSE
1,0,0,0,2,0,0,0,0,2,0,3,0,0,1,4,1,1,0,0,3,FALSE
2,0,1,0,3,0,0,0,0,7,0,9,5,0,1,23,1,8,0,3,3,FALSE
1,0,1,0,2,0,0,0,0,3,0,6,3,0,1,12,1,5,0,1,3,FALSE
1,0,1,0,2,0,0,0,0,2,0,4,3,0,1,8,1,5,0,1,3,FALSE
1,0,1,0,2,0,0,0,0,5,0,3,3,0,1,5,1,4,0,0,3,FALSE
1,0,1,0,2,0,0,0,0,5,1,5,4,0,1,14,2,5,0,2,3,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,3,FALSE
0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,5,0,0,1,0,3,FALSE
0,0,0,0,4,1,1,1,0,1,0,2,2,0,1,5,0,3,0,0,3,FALSE
0,14,4,0,2,0.1,1,10,0,35,2,32,9,1,0,161,12,24,0,28,3,FALSE
0,0,0,0,2,0,0,0,0,3,0,1,1,0,1,12,2,1,0,2,3,FALSE
0,0,14,0,2,0,0,0,0,10,3,17,4,0,1,74,6,20,0,15,3,FALSE
0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,5,0,0,0,0,3,FALSE
0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,5,0,0,0,0,3,FALSE
1,0,0,0,2,0,0,0,0,2,0,3,0,0,1,4,1,1,0,0,3,FALSE
2,0,1,0,4,0,0,0,0,7,0,9,6,0,1,23,1,8,0,3,3,FALSE
1,0,1,0,3,0,0,0,0,3,0,6,4,0,1,12,1,5,0,1,3,FALSE
1,0,1,0,2,0,0,0,0,2,0,4,3,0,1,8,1,5,0,1,3,FALSE
1,0,1,0,2,0,0,0,0,5,0,3,3,0,1,5,1,4,0,0,3,FALSE
1,0,1,0,3,0,0,0,0,5,1,5,5,0,1,14,2,5,0,2,3,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,3,FALSE
1,1,3,1,5,0.5,1,2,1,16,1,23,10,1,0.5,54,8,18,1,17,3,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,5,0,0,1,0,3,FALSE
0,0,0,1,4,1,1,1,1,1,1,2,2,0,1,5,0,3,1,0,3,FALSE
0,14,4,0,2,0.1,1,10,0,35,2,32,9,1,0,161,12,24,0,28,3,FALSE
0,0,0,1,2,0,0,0,3,3,3,1,1,0,1,12,2,1,3,2,3,FALSE
3,4,6,1,11,0.8,8,10,1,8,1,28,16,3,0.43,53,6,21,1,21,3,FALSE
0,0,2,0,2,0,0,0,0,5,1,10,4,0,1,36,3,5,0,5,3,FALSE
0,0,8,1,3,0,0,0,1,7,1,9,5,0,1,64,2,11,1,8,3,FALSE
0,0,2,0,2,0,0,0,0,7,1,8,2,0,1,34,3,7,0,5,3,FALSE
0,0,1,0,6,0,0,0,0,1,0,1,1,0,1,3,0,2,0,0,3,FALSE
4,8,7,1,5,0.2,2,10,1,18,1,43,14,2,0.33,125,4,23,1,16,3,FALSE
0,0,1,0,2,0,0,0,0,8,3,6,4,0,1,26,6,2,0,1,3,FALSE
0,0,1,1,5,0,0,0,1,1,1,2,2,0,1,4,0,3,1,0,3,FALSE
0,0,0,0,2,0,0,0,0,1,1,1,1,0,1,4,0,3,0,0,3,FALSE
0,1,0,0,2,1,1,1,0,1,0,1,1,1,0,3,0,1,0,0,3,FALSE
0,2,0,0,3,0.8,4,5,0,1,0,5,4,2,0,4,0,3,0,0,3,FALSE
0,2,0,0,3,1,3,3,0,1,0,3,3,2,0,3,0,3,0,0,3,FALSE
0,1,0,0,2,1,1,1,0,1,0,1,1,1,0,3,0,1,0,0,3,FALSE
0,2,0,0,3,1,3,3,0,1,0,3,3,2,0,3,0,3,0,0,3,FALSE
0,2,0,0,3,0.8,4,5,0,1,0,5,4,2,0,3,0,3,0,0,3,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,3,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,3,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,3,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,3,FALSE
0,0,4,0,3,1,3,3,0,5,0,6,4,0,1,13,1,4,0,2,3,FALSE
0,2,0,0,3,0.8,4,5,0,5,0,5,4,2,0,13,1,4,0,2,3,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,3,FALSE
0,0,1,0,1,0,0,0,0,1,1,7,2,0,1,11,0,5,0,2,3,FALSE
0,0,2,0,3,0,0,0,0,8,1,9,6,0,1,23,3,8,0,6,3,FALSE
0,0,4,0,2,0,0,0,0,4,1,8,3,0,1,32,2,13,0,9,3,FALSE
1,0,1,1,2,0,0,0,1,1,1,2,1,0,1,8,0,2,1,1,3,FALSE
1,0,2,0,1,0,0,0,0,3,0,4,2,0,1,11,1,3,0,0,3,FALSE
1,0,2,1,1,0,0,0,2,2,2,3,2,0,1,13,1,2,2,1,3,FALSE
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,3,0,4,0,0,3,FALSE
1,1,2,0,4,0.75,3,4,0,1,0,14,12,1,0.5,32,2,13,0,5,3,FALSE
0,1,0,0,2,1,1,1,0,1,0,1,1,1,0,4,0,1,0,0,3,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,3,FALSE
1,3,0,0,2,0.33,1,3,0,1,0,4,2,1,0.25,6,0,2,0,0,2,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,FALSE
0,0,0,2,1,0,0,0,2,1,2,0,0,0,1,5,0,0,2,0,2,FALSE
0,0,3,4,3,0,0,0,4,4,5,14,9,0,1,53,1,14,4,10,2,FALSE
0,0,4,1,2,0,0,0,1,2,2,6,3,0,1,27,1,7,1,3,2,FALSE
0,0,1,3,2,0,0,0,3,5,4,3,1,0,1,17,2,9,3,6,2,FALSE
0,0,1,0,2,0,0,0,0,4,1,3,1,0,1,14,2,8,0,4,2,FALSE
0,0,0,0,2,0,0,0,0,2,1,2,0,0,1,6,1,4,0,1,2,FALSE
1,7,1,0,3,0.14,1,7,0,2,0,16,7,1,0.12,28,1,4,0,0,2,FALSE
0,1,0,0,2,1,1,1,0,1,0,1,1,1,0,5,0,2,0,2,2,FALSE
0,0,0,0,2,0,0,0,0,3,0,1,0,0,1,7,2,2,0,4,2,FALSE
0,0,0,4,1,0,0,0,4,1,4,0,0,0,1,4,0,0,4,0,2,FALSE
0,0,1,1,3,0,0,0,1,1,1,2,1,0,1,4,0,2,1,0,2,FALSE
0,0,2,0,2,0,0,0,0,2,1,9,6,0,1,25,1,9,0,5,2,FALSE
2,0,0,0,2,0,0,0,1,1,1,2,0,0,1,4,0,4,1,0,2,FALSE
0,0,1,0,2,0,0,0,0,3,1,2,2,0,1,17,1,2,0,3,2,FALSE
0,0,2,0,2,0,0,0,0,2,2,1,1,0,1,8,1,2,0,0,2,FALSE
0,2,2,0,3,0,0,0,0,5,1,7,4,1,0,30,3,8,0,7,2,FALSE
0,0,0,1,1,0,0,0,2,1,2,0,0,0,1,4,0,0,2,0,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,1,0,2,FALSE
0,2,0,0,2,0.5,1,2,0,2,0,4,2,1,0,5,1,2,0,1,2,FALSE
0,0,0,4,1,0,0,0,5,0,6,0,0,0,1,0,0,0,6,0,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,1,0,2,FALSE
0,0,0,0,3,0,0,0,0,1,0,1,1,0,1,3,0,2,0,0,2,FALSE
0,0,0,2,2,0,0,0,3,7,4,1,1,0,1,10,1,3,3,2,2,FALSE
1,0,25,0,2,0,0,0,0,19,1,29,8,0,1,70,5,19,0,18,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,1,0,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,FALSE
0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,13,0,5,0,3,2,FALSE
0,0,0,1,1,0,0,0,2,1,2,0,0,0,1,4,0,0,2,0,2,FALSE
0,4,0,0,2,1,1,1,0,3,0,1,1,2,0,9,1,3,0,0,2,FALSE
4,0,0,0,3,0.5,1,2,0,1,1,7,5,0,1,16,0,6,0,4,2,FALSE
0,0,2,3,2,0,0,0,4,5,5,12,9,0,1,65,2,15,4,10,2,FALSE
0,0,0,0,2,0,0,0,0,2,0,2,0,0,1,10,1,2,0,4,2,FALSE
1,0,0,1,10,0,0,0,1,2,1,2,2,0,1,4,1,4,1,1,2,FALSE
1,1,2,1,3,1,1,1,1,2,2,3,2,1,0.5,8,1,6,1,1,2,FALSE
1,0,2,1,2,0,0,0,1,2,1,3,2,0,1,6,1,3,1,0,2,FALSE
4,0,0,0,1,0,0,0,0,3,2,1,1,0,1,6,2,4,0,0,2,FALSE
0,1,0,0,1,0,0,0,0,2,1,3,2,1,0,6,1,4,0,0,2,FALSE
0,0,1,0,1,0,0,0,0,5,0,3,1,0,1,12,1,4,0,1,2,FALSE
2,0,0,0,2,0,0,0,0,4,0,1,0,0,1,11,3,6,0,1,2,FALSE
0,0,2,0,2,0,0,0,0,2,1,9,6,0,1,32,1,9,0,4,2,FALSE
1,0,0,0,2,0,0,0,0,1,1,2,0,0,1,3,0,3,0,0,2,FALSE
0,0,0,8,1,0,0,0,10,2,10,0,0,0,1,5,1,0,10,0,2,FALSE
1,5,3,7,15,0.83,5,6,7,6,7,12,9,1,0.17,28,3,7,7,3,2,FALSE
2,1,1,0,2,0,0,0,0,1,2,6,3,1,0.67,14,2,9,0,4,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,FALSE
0,0,0,5,1,0,0,0,5,1,5,0,0,0,1,3,0,0,5,0,2,FALSE
0,0,0,9,5,0,0,0,11,1,11,2,2,0,1,3,0,2,11,0,2,FALSE
0,0,2,8,4,0.5,1,2,9,1,9,6,3,0,1,5,0,3,9,1,2,FALSE
0,0,1,11,2,0,0,0,14,1,14,1,1,0,1,3,0,1,14,0,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,2,FALSE
0,0,1,0,1,0,0,0,0,5,0,3,1,0,1,12,1,4,0,1,2,FALSE
0,0,0,4,3,0,0,0,6,1,6,1,1,0,1,3,0,2,6,0,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,1,0,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,1,0,2,FALSE
0,24,9,0,9,0.38,9,24,0,23,0,52,23,5,0,147,4,49,0,35,2,FALSE
1,0,0,1,2,0,0,0,1,1,1,1,0,0,1,3,0,3,1,0,2,FALSE
1,4,2,3,14,0,0,0,3,5,3,18,7,2,0.2,45,4,10,3,7,2,FALSE
0,1,0,0,2,1,1,1,0,3,3,2,2,1,0,8,2,2,0,1,2,FALSE
1,1,0,0,3,1,1,1,0,1,1,3,2,1,0.5,3,0,3,0,0,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,1,0,2,FALSE
0,0,2,1,3,0,0,0,1,1,1,2,2,0,1,4,0,1,1,0,2,FALSE
1,0,2,0,2,0,0,0,0,1,2,8,7,0,1,22,0,8,0,4,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,1,0,2,FALSE
0,0,2,0,2,0,0,0,0,2,0,4,2,0,1,26,2,10,0,9,2,FALSE
1,0,1,0,2,1,1,1,0,2,0,2,1,0,1,13,1,7,0,2,2,FALSE
0,0,0,0,6,0,0,0,0,1,0,2,2,0,1,4,0,2,0,1,2,FALSE
1,0,3,0,5,0,0,0,0,3,1,4,2,0,1,19,2,8,0,4,2,FALSE
0,0,1,16,10,1,2,2,17,5,17,7,4,0,1,24,2,5,17,1,2,FALSE
1,0,0,17,2,1,1,1,19,5,19,2,2,0,1,14,3,4,19,3,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,FALSE
0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,2,FALSE
1,0,4,0,9,1,4,4,0,6,1,13,11,0,1,33,2,12,0,8,2,FALSE
1,0,0,3,2,0,0,0,4,2,4,1,1,0,1,5,1,3,4,1,2,FALSE
1,0,0,2,2,0,0,0,2,2,2,1,1,0,1,5,1,3,2,1,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,FALSE
1,0,0,12,2,0,0,0,16,1,16,1,0,0,1,3,0,3,16,0,2,FALSE
0,0,4,1,1,0,0,0,1,4,2,9,6,0,1,35,3,12,1,8,2,FALSE
0,0,2,1,1,0,0,0,1,1,1,8,6,0,1,21,2,11,1,8,2,FALSE
2,3,0,4,5,0.5,2,4,5,6,6,9,5,1,0.4,30,3,9,5,4,2,FALSE
0,0,0,3,4,0,0,0,4,1,5,1,1,0,1,3,0,3,4,0,2,FALSE
1,3,1,4,3,1,1,1,5,9,5,7,5,2,0.25,45,2,10,5,5,2,FALSE
0,4,2,0,2,0.5,1,2,0,11,1,13,4,1,0,30,3,11,0,7,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,2,FALSE
0,0,3,2,1,0,0,0,2,4,3,7,4,0,1,37,4,9,2,8,2,FALSE
0,0,1,4,1,0,0,0,6,3,6,2,1,0,1,6,1,2,6,0,2,FALSE
0,0,3,0,3,0,0,0,0,2,0,8,2,0,1,11,1,3,0,2,2,FALSE
0,0,1,1,1,0,0,0,1,1,2,1,1,0,1,5,0,0,1,0,2,FALSE
5,0,4,1,2,0,0,0,2,7,2,11,2,0,1,30,1,7,2,4,2,FALSE
0,0,1,1,1,0,0,0,1,2,1,4,2,0,1,6,1,2,1,2,2,FALSE
0,0,1,1,1,0,0,0,1,2,1,4,2,0,1,7,1,2,1,2,2,FALSE
0,0,1,23,1,0,0,0,23,6,23,6,2,0,1,23,2,3,23,5,2,FALSE
0,0,1,3,2,0,0,0,4,2,4,4,3,0,1,27,1,2,4,0,2,FALSE
0,0,2,0,1,0,0,0,0,4,1,5,2,0,1,14,1,4,0,3,2,FALSE
0,0,2,0,1,0,0,0,0,4,0,5,2,0,1,25,1,5,0,4,2,FALSE
0,0,0,0,8,0,0,0,0,1,1,2,2,0,1,3,0,2,0,0,2,FALSE
0,0,1,0,9,0,0,0,0,1,0,2,2,0,1,3,0,2,0,0,2,FALSE
0,0,1,0,1,0,0,0,0,2,1,2,2,0,1,10,1,1,0,3,2,FALSE
0,0,1,0,1,0,0,0,0,2,1,2,2,0,1,10,1,1,0,3,2,FALSE
0,0,1,1,3,0,0,0,1,1,2,2,1,0,1,3,0,2,1,0,2,FALSE
0,0,0,1,2,0,0,0,1,2,2,4,0,0,1,15,1,5,1,3,2,FALSE
0,0,0,1,1,0,0,0,1,3,2,2,1,0,1,7,2,3,1,2,2,FALSE
0,0,0,13,1,0,0,0,14,0,14,0,0,0,1,0,0,0,14,0,2,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,FALSE
0,0,0,3,1,0,0,0,3,1,3,0,0,0,1,4,0,0,3,0,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,1,0,2,FALSE
2,0,2,11,3,0,0,0,22,2,23,4,2,0,1,11,1,6,23,2,2,FALSE
1,0,0,21,2,0,0,0,32,1,34,1,0,0,1,3,0,2,33,0,2,FALSE
1,0,1,0,3,0,0,0,0,1,0,2,2,0,1,5,0,1,0,0,2,FALSE
1,0,0,0,4,1,1,1,0,1,0,1,1,0,1,3,0,3,0,0,2,FALSE
1,0,0,2,3,1,1,1,2,1,2,1,1,0,1,3,0,3,2,0,2,FALSE
0,0,0,2,4,0,0,0,10,1,10,2,2,0,1,3,0,2,10,0,2,FALSE
0,0,0,1,3,0,0,0,1,1,1,2,2,0,1,3,0,2,1,0,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,1,0,2,FALSE
2,0,2,14,3,0,0,0,17,2,17,4,1,0,1,9,1,4,17,1,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,FALSE
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,FALSE
0,1,0,0,2,0.5,1,2,0,3,0,3,2,1,0,10,1,4,0,1,2,FALSE
2,0,0,0,2,0,0,0,0,2,0,2,0,0,1,8,1,2,0,0,2,FALSE
0,0,1,1,2,0,0,0,1,2,1,2,1,0,1,11,1,4,1,2,2,FALSE
1,0,0,1,2,0,0,0,1,1,1,1,0,0,1,3,0,3,1,0,2,FALSE
1,0,0,0,9,1,1,1,0,1,2,6,2,0,1,11,0,6,0,3,2,FALSE
2,0,6,1,12,0,0,0,1,2,1,6,3,0,1,18,3,5,1,4,2,FALSE
0,0,1,0,4,0,0,0,0,1,1,2,1,0,1,6,0,4,0,2,2,FALSE
0,0,6,0,5,1,1,1,0,2,1,9,4,0,1,20,2,7,0,4,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,2,FALSE
0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,4,0,1,0,0,2,FALSE
0,0,0,2,1,0,0,0,2,1,2,0,0,0,1,4,0,0,2,0,2,FALSE
1,0,1,0,4,0,0,0,0,2,1,10,6,0,1,20,1,14,0,7,2,FALSE
0,0,0,0,3,1,1,1,0,4,1,5,3,0,1,17,3,8,0,6,2,FALSE
0,0,0,0,3,0.5,1,2,0,4,1,6,3,0,1,19,3,10,0,8,2,FALSE
0,0,1,0,3,1,1,1,0,3,1,6,4,0,1,13,2,11,0,7,2,FALSE
2,0,1,0,3,1,2,2,0,8,1,11,7,0,1,35,6,22,0,14,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,2,FALSE
0,0,1,0,1,0,0,0,0,1,2,4,3,0,1,25,0,4,0,2,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,1,0,2,FALSE
0,0,8,0,2,0,0,0,0,3,1,10,6,0,1,52,2,13,0,8,2,FALSE
0,0,1,0,2,0,0,0,0,1,1,3,2,0,1,27,2,5,0,2,2,FALSE
2,0,5,0,3,1,1,1,0,1,1,6,3,0,1,22,0,9,0,3,2,FALSE
2,0,7,0,3,0.25,1,4,0,1,1,9,3,0,1,18,0,8,0,2,2,FALSE
0,0,3,0,3,0,0,0,0,2,1,12,9,0,1,51,3,16,0,10,2,FALSE
1,0,0,1,2,0,0,0,1,1,1,2,0,0,1,6,0,3,1,0,2,FALSE
5,0,4,0,2,1,1,1,0,2,0,5,3,0,1,17,1,6,0,3,2,FALSE
0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,4,0,0,0,0,2,FALSE
0,0,0,0,4,1,1,1,0,1,0,3,2,0,1,8,0,7,0,1,2,FALSE
3,0,3,0,3,0,0,0,0,12,1,17,8,0,1,62,6,18,0,10,2,FALSE
1,0,3,0,2,0,0,0,4,6,4,8,3,0,1,23,3,9,4,7,2,FALSE
0,0,3,0,2,0,0,0,2,5,2,8,3,0,1,20,3,8,2,7,2,FALSE
2,5,3,0,5,0,0,0,0,7,1,9,5,1,0.29,25,2,11,0,3,2,FALSE
4,0,6,0,4,1,3,3,0,14,1,7,3,0,1,45,4,13,0,15,2,FALSE
2,0,0,1,2,0,0,0,1,1,1,1,0,0,1,12,0,6,1,2,2,FALSE
6,0,11,0,2,0,0,0,0,13,0,12,7,0,1,114,5,19,0,20,2,FALSE
0,0,0,0,1,0,0,0,0,2,1,3,1,0,1,6,1,3,0,0,2,FALSE
0,0,2,0,2,0,0,0,0,2,1,10,7,0,1,26,1,9,0,5,2,FALSE
0,0,4,0,1,0,0,0,0,3,1,11,7,0,1,18,3,6,0,3,2,FALSE
0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,2,FALSE
0,0,1,1,2,0,0,0,1,1,1,2,1,0,1,3,0,2,1,0,2,FALSE
0,0,4,1,4,0,0,0,1,3,1,18,11,0,1,35,2,11,1,8,2,FALSE
0,0,0,0,3,1,1,1,0,2,1,5,4,0,1,6,1,5,0,2,2,FALSE
0,0,0,0,3,1,1,1,0,2,1,5,4,0,1,6,1,5,0,2,2,FALSE
0,0,0,0,3,1,1,1,0,2,1,5,4,0,1,6,1,4,0,2,2,FALSE
0,0,1,0,2,0,0,0,0,1,2,4,3,0,1,6,0,5,0,3,2,FALSE
0,0,0,0,3,1,1,1,0,2,1,5,4,0,1,6,1,4,0,2,2,FALSE
0,0,0,0,4,0.33,1,3,0,1,1,3,1,0,1,8,0,4,0,3,2,FALSE
0,0,0,0,2,0,0,0,0,2,1,5,4,0,1,45,5,4,0,4,2,FALSE
0,3,1,0,5,0.8,4,5,0,3,1,7,5,2,0,15,1,4,0,2,2,FALSE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,0,0,1,0,2,FALSE
6,0,20,0,6,0.25,1,4,0,18,1,17,8,0,1,69,6,18,0,10,2,FALSE
2,0,1,2,3,0,0,0,2,5,2,6,4,0,1,21,1,5,2,1,2,FALSE
1,0,1,2,2,0,0,0,2,4,2,5,4,0,1,16,1,5,2,1,2,FALSE
0,5,2,0,7,0.5,3,6,0,7,2,14,9,2,0,41,4,10,2,7,2,FALSE
1,0,0,0,6,1,1,1,0,1,0,1,1,0,1,3,0,2,0,0,2,FALSE
0,0,1,1,5,0,0,0,1,1,1,3,3,0,1,9,2,3,1,2,2,FALSE
0,0,5,0,4,0.33,1,3,0,16,3,19,8,0,1,60,5,10,0,7,2,FALSE
0,0,0,0,5,1,1,1,0,3,0,4,4,0,1,8,1,3,0,1,2,FALSE
0,1,0,0,5,1,1,1,0,1,0,2,2,1,0,3,0,2,0,0,2,FALSE
3,0,1,1,2,0,0,0,2,4,2,3,1,0,1,12,3,4,2,1,2,TRUE
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,4,0,0,1,0,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,FALSE
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,FALSE
0,0,2,0,3,0,0,0,0,3,2,6,4,0,1,15,2,6,2,3,2,FALSE
0,0,1,0,4,0,0,0,0,1,2,4,3,0,1,9,2,5,2,1,2,FALSE
0,0,0,0,3,0,0,0,0,1,1,5,2,0,1,7,2,3,0,1,2,FALSE
0,5,0,0,2,1,1,1,0,3,2,2,1,1,0,10,2,4,0,2,2,FALSE
0,0,0,2,5,0,0,0,3,1,4,1,1,0,1,3,0,2,3,0,2,FALSE
0,0,1,3,6,0.5,1,2,4,5,4,7,4,0,1,24,3,5,4,4,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,2,FALSE
0,0,0,2,1,0,0,0,3,1,3,0,0,0,1,4,0,0,3,0,2,FALSE
0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,2,FALSE
1,0,0,0,2,0,0,0,0,1,0,2,2,0,1,3,0,3,0,0,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25,0,0,0,0,2,FALSE
0,0,1,0,1,0,0,0,0,5,2,4,2,0,1,14,2,4,0,2,2,TRUE
0,0,0,0,2,1,1,1,0,2,1,3,3,0,1,6,1,2,0,1,2,FALSE
0,0,6,0,4,0.33,1,3,0,4,1,6,3,0,1,30,2,4,0,1,2,FALSE
0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,3,0,1,0,0,2,FALSE
1,3,1,0,2,0,0,0,0,4,0,3,1,1,0.25,26,2,4,0,4,2,FALSE
0,0,1,1,2,0,0,0,2,1,2,1,1,0,1,5,0,1,2,0,2,FALSE
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,FALSE
3,0,1,0,1,0,0,0,0,1,0,4,1,0,1,9,0,5,0,0,2,FALSE
